Tanggal,Rekening_Asal,Rekening_Tujuan,Jumlah,Jenis_Belanja,Deskripsi,Is_Anomaly
2023-08-08,ACC_BPK_004_185,ACC_KEMENPAREKRAF_040_559,11944988618.05,Belanja Subsidi,Subsidi bunga kredit program,0
2023-04-12,ACC_PUPR_033_556,ACC_POLRI_060_015,23448795546.95,Belanja Subsidi,Subsidi pangan,0
2023-03-18,ACC_BPJS_NA_904,ACC_KEMENPERIN_019_635,13365750359.88,Belanja Pegawai,Tunjangan kinerja triwulan,0
2023-03-11,ACC_KEU_015_230,ACC_KOMINFO_059_480,33048803019.1,Belanja Pembayaran Bunga Utang,Pembayaran kupon SUN,0
2023-03-31,ACC_SOS_027_591,ACC_POLRI_060_440,11328908190.49,Belanja Pembayaran Bunga Utang,Pembayaran kupon SUN,0
2023-11-04,ACC_PERT_018_102,ACC_KEMENHUB_022_361,4770846417.67,Belanja Subsidi,Subsidi energi,0
2023-01-02,ACC_BRIN_124_119,ACC_PPATK_078_855,29210381166.27,Belanja Modal,Pembangunan infrastruktur jalan,0
2023-01-03,ACC_BRIN_124_942,ACC_KEMENPERIN_019_487,8293473164.47,Belanja Modal,Pembangunan infrastruktur jalan,0
2023-08-08,ACC_PERT_018_981,ACC_KES_024_173,25433871626.14,Belanja Barang,Belanja internet dan komunikasi,0
2023-12-29,ACC_ESDM_020_789,ACC_PPATK_078_761,21807467749.35,Belanja Subsidi,Pembayaran subsidi,1
2023-07-30,ACC_ESDM_020_020,ACC_POLRI_060_215,12788218033.17,Belanja Pegawai,Pembayaran gaji ke-13,0
2023-12-31,ACC_BPK_004_934,ACC_KEMENDIKBUD_023_407,8527708184.91,Belanja Pegawai,Honorarium kegiatan resmi,1
2023-06-12,ACC_KOMINFO_059_714,ACC_BRIN_124_014,10662636757.24,Belanja Lain-lain,Belanja lainnya sesuai ketentuan,0
2023-01-14,ACC_BPJS_NA_099,ACC_BRIN_124_033,15474445299.71,Belanja Pembayaran Bunga Utang,Pembayaran imbal hasil obligasi,0
2023-09-17,ACC_BRIN_124_676,ACC_KEMENHUB_022_589,22294209533.84,Belanja Modal,Pengadaan aset TIK,0
2023-05-17,ACC_KEU_015_359,ACC_BPS_054_720,26256438498.57,Belanja Modal,Pembayaran termin proyek resmi,0
2023-09-07,ACC_KEMENDAGRI_010_446,ACC_BPS_054_954,8915581084.66,Belanja Pegawai,Pembayaran THR,0
2023-11-27,ACC_POLRI_060_473,ACC_SOS_027_746,19706395694.4,Belanja Bantuan Sosial,Bantuan sosial kebencanaan,0
2023-03-08,ACC_KEMENKOPUKM_044_516,ACC_KEMENPAREKRAF_040_798,5941126457.65,Belanja Lain-lain,Cadangan risiko fiskal,0
2023-10-04,ACC_KEMENDIKBUD_023_553,ACC_PUPR_033_633,14860581366.26,Belanja Pegawai,Tunjangan kinerja triwulan,0
2023-01-31,ACC_PUPR_033_330,ACC_POLRI_060_658,30865906335.96,Belanja Subsidi,Subsidi pangan,0
2023-04-20,ACC_KEMENHUB_022_276,ACC_KEMENKOPUKM_044_722,3607470628.76,Belanja Lain-lain,Cadangan risiko fiskal,0
2023-12-09,ACC_KEU_015_833,ACC_KEMENLU_011_567,4783682071.28,Belanja Barang,Belanja ATK dan operasional kantor,0
2023-05-09,ACC_KEMENDAGRI_010_256,ACC_KES_024_934,10701434561.15,Belanja Barang,Belanja internet dan komunikasi,0
2023-12-21,ACC_KEU_015_624,ACC_PPATK_078_485,6459778490.53,Belanja Barang,Belanja ATK dan operasional kantor,0
2023-02-02,ACC_BPJS_NA_260,ACC_BPS_054_087,9903492423.38,Belanja Modal,Pembayaran termin proyek resmi,0
2023-08-20,ACC_BPK_004_901,ACC_KOMINFO_059_588,17040575910.37,Belanja Pembayaran Bunga Utang,Pembayaran bunga pinjaman luar negeri,0
2023-09-28,ACC_KEMENDAGRI_010_089,ACC_KEMENDAG_090_466,20573095132.27,Belanja Pembayaran Bunga Utang,Pembayaran bunga SBN,0
2023-03-02,ACC_KEMENESDM_020_511,ACC_SOS_027_488,5556031773.98,Belanja Pegawai,Gaji pegawai bulan berjalan,0
2023-01-26,ACC_KEMENPAREKRAF_040_083,ACC_BPS_054_364,14504492587.26,Belanja Lain-lain,Belanja lainnya sesuai ketentuan,0
2023-07-10,ACC_KEMENAG_025_461,ACC_KEMENESDM_020_804,26695490086.02,Belanja Barang,Penyewaan jasa kebersihan,0
2023-08-21,ACC_POLRI_060_474,ACC_BPK_004_405,11213338318.83,Belanja Pembayaran Bunga Utang,Pembayaran bunga SBN,0
2023-01-28,ACC_KEMENPAREKRAF_040_136,ACC_BPK_004_925,39243374764.2,Belanja Pembayaran Bunga Utang,Pembayaran imbal hasil obligasi,0
2023-08-29,ACC_PUPR_033_856,ACC_KEMENDAGRI_010_954,61499561946.43,Belanja Barang,Belanja internet dan komunikasi,0
2023-02-03,ACC_BPK_004_002,ACC_KES_024_362,19565712714.33,Belanja Pembayaran Bunga Utang,Pembayaran kupon SUN,0
2023-11-24,ACC_SOS_027_308,ACC_SOS_027_308,25163953655.43,Belanja Pembayaran Bunga Utang,Pembayaran kupon SUN,1
2023-11-30,ACC_KEMENAG_025_176,ACC_SOS_027_125,13917761472.63,Belanja Barang,Pengadaan barang operasional,0
2023-05-11,ACC_PUPR_033_562,ACC_KEMENLU_011_605,4509393529.13,Belanja Pegawai,Honorarium kegiatan resmi,0
2023-11-30,ACC_BPJS_NA_334,ACC_KES_024_020,5367118424.81,Belanja Subsidi,Subsidi energi,0
2023-12-21,ACC_PUPR_033_173,ACC_KEMENKOPUKM_044_189,14507978360.68,Belanja Pegawai,Gaji pegawai bulan berjalan,0
2023-03-09,ACC_KEMENDAG_090_370,ACC_KEMENPERIN_019_706,7855516068.73,Belanja Lain-lain,Belanja operasi non-rutin,0
2023-07-26,ACC_KES_024_049,ACC_SOS_027_544,3579412788.86,Belanja Subsidi,Pembayaran subsidi,0
2023-03-06,ACC_KEMENHUB_022_432,ACC_PUPR_033_138,11142912292.93,Belanja Pembayaran Bunga Utang,Pembayaran imbal hasil obligasi,0
2023-07-20,ACC_KEMENLU_011_142,ACC_SOS_027_612,14894521269.72,Belanja Pembayaran Bunga Utang,Pembayaran kupon SUN,0
2023-11-23,ACC_BPK_004_938,ACC_KEMENPERIN_019_355,24417612586.71,Belanja Pembayaran Bunga Utang,Pembayaran bunga SBN,0
2023-11-25,ACC_KEMENKOPUKM_044_559,ACC_KEMENLU_011_849,10951290478.45,Belanja Pegawai,Pembayaran THR,0
2023-06-01,ACC_BPS_054_791,ACC_KEMENPERIN_019_140,16468218085.82,Belanja Barang,Belanja internet dan komunikasi,0
2023-09-11,ACC_SOS_027_064,ACC_KEMENDAGRI_010_218,12998024587.11,Belanja Barang,Pengadaan barang operasional,0
2023-04-17,ACC_KEMENKOPUKM_044_621,ACC_KEMENDIKBUD_023_840,35694275060.82,Belanja Pembayaran Bunga Utang,Pembayaran imbal hasil obligasi,0
2023-03-06,ACC_KEMENAG_025_134,ACC_KOMINFO_059_199,24581711250.41,Belanja Lain-lain,Belanja lainnya sesuai ketentuan,0
2023-09-07,ACC_SOS_027_889,ACC_KEU_015_599,13989068066.78,Belanja Lain-lain,Belanja lainnya sesuai ketentuan,0
2023-03-29,ACC_KEMENAG_025_975,ACC_KOMINFO_059_483,65958801332.28,Belanja Pembayaran Bunga Utang,Pembayaran bunga pinjaman luar negeri,0
2023-02-21,ACC_KEMENESDM_020_015,ACC_KEMENDIKBUD_023_324,8790291596.16,Belanja Pegawai,Honorarium kegiatan resmi,0
2023-07-03,ACC_KEMENHAN_012_872,ACC_BPS_054_007,16024069269.65,Belanja Pembayaran Bunga Utang,Pembayaran kupon SUN,0
2023-07-05,ACC_PPATK_078_287,ACC_KEMENPERIN_019_962,38196973004.2,Belanja Barang,Belanja pemeliharaan rutin,0
2023-01-13,ACC_PERT_018_146,ACC_BPK_004_478,20434446954.52,Belanja Pembayaran Bunga Utang,Pembayaran bunga pinjaman luar negeri,0
2023-02-26,ACC_PUPR_033_382,ACC_ESDM_020_157,25584785417.29,Belanja Pembayaran Bunga Utang,Pembayaran imbal hasil obligasi,0
2023-05-13,ACC_KEMENAG_025_163,ACC_BPS_054_275,43380040774.03,Belanja Subsidi,Subsidi pupuk,0
2023-06-03,ACC_KEMENESDM_020_237,ACC_KEMENHAN_012_893,33903361289.84,Belanja Pembayaran Bunga Utang,Pembayaran imbal hasil obligasi,0
2023-11-06,ACC_KEMENAG_025_598,ACC_KEMENHUB_022_177,3875317372.05,Belanja Barang,Belanja ATK dan operasional kantor,0
2023-06-21,ACC_ESDM_020_125,ACC_KEMENPAREKRAF_040_838,8017499137.8,Belanja Lain-lain,Cadangan risiko fiskal,0
2023-09-29,ACC_KEMENPERIN_019_244,ACC_KEMENDAGRI_010_527,18242751995.15,Belanja Pegawai,Honorarium kegiatan resmi,0
2023-04-23,ACC_KEMENHAN_012_756,ACC_KEU_015_166,8332799431.44,Belanja Modal,Pembangunan infrastruktur jalan,0
2023-11-23,ACC_KEMENAG_025_218,ACC_BRIN_124_871,10048029239.75,Belanja Barang,Belanja ATK dan operasional kantor,0
2023-01-14,ACC_PUPR_033_781,ACC_BPK_004_340,27703430193.71,Belanja Pembayaran Bunga Utang,Pembayaran bunga SBN,0
2023-03-30,ACC_BPS_054_905,ACC_KEMENHAN_012_041,7738768699.94,Belanja Pembayaran Bunga Utang,Pembayaran bunga pinjaman luar negeri,0
2023-06-29,ACC_KOMINFO_059_809,ACC_KEMENESDM_020_979,17426634988.1,Belanja Pembayaran Bunga Utang,Pembayaran bunga pinjaman luar negeri,0
2023-09-28,ACC_KES_024_401,ACC_KEMENDAGRI_010_784,6040669275.64,Belanja Lain-lain,Belanja tak terduga,0
2023-10-02,ACC_BRIN_124_225,ACC_KEMENPAREKRAF_040_580,17510445261.95,Belanja Modal,Pengadaan aset TIK,0
2023-02-11,ACC_KEMENPERIN_019_396,ACC_BPJS_NA_914,33898767605.46,Belanja Pembayaran Bunga Utang,Pembayaran imbal hasil obligasi,0
2023-01-30,ACC_KEMENAG_025_009,ACC_KEMENDAGRI_010_987,13678476058.15,Belanja Barang,Belanja internet dan komunikasi,0
2023-06-17,ACC_KEMENDAG_090_344,ACC_BPS_054_497,11805295253.7,Belanja Pembayaran Bunga Utang,Pembayaran imbal hasil obligasi,0
2023-06-26,ACC_PERT_018_457,ACC_SOS_027_701,39949362124.77,Belanja Barang,Belanja pemeliharaan rutin,0
2023-02-15,ACC_PUPR_033_894,ACC_KEMENPAREKRAF_040_017,6346306853.06,Belanja Pegawai,Tunjangan kinerja triwulan,0
2023-05-05,ACC_KEU_015_112,ACC_KEMENESDM_020_784,10691813361.06,Belanja Modal,Pengadaan peralatan dan mesin,0
2023-12-13,ACC_BPJS_NA_391,ACC_BPK_004_392,4645357165.63,Belanja Pembayaran Bunga Utang,Pembayaran kupon SUN,0
2023-10-21,ACC_KEMENPERIN_019_822,ACC_KOMINFO_059_076,7123709357.71,Belanja Modal,Pengadaan peralatan dan mesin,0
2023-08-18,ACC_KEMENPAREKRAF_040_946,ACC_PPATK_078_952,5959659747.62,Belanja Bantuan Sosial,Bantuan pangan nontunai,0
2023-11-03,ACC_PPATK_078_200,ACC_KEMENLU_011_226,9262637438.2,Belanja Pegawai,Tunjangan kinerja triwulan,0
2023-01-31,ACC_KEMENLU_011_614,ACC_PERT_018_771,14337225205.93,Belanja Subsidi,Pembayaran subsidi,0
2023-10-29,ACC_KEMENHAN_012_798,ACC_KEU_015_350,20206139098.59,Belanja Pembayaran Bunga Utang,Pembayaran bunga SBN,0
2023-08-04,ACC_KEMENHAN_012_544,ACC_KEU_015_457,4357695005.12,Belanja Pegawai,Pembayaran gaji ke-13,0
2023-03-15,ACC_SOS_027_818,ACC_ESDM_020_932,19067784816.22,Belanja Pegawai,Honorarium kegiatan resmi,0
2023-10-12,ACC_KEMENKOPUKM_044_934,ACC_KOMINFO_059_973,8337105204.7,Belanja Pegawai,Pembayaran gaji ke-13,0
2023-12-31,ACC_KEMENHAN_012_014,ACC_PUPR_033_136,39550290297.25,Belanja Barang,Pengadaan barang operasional,0
2023-10-07,ACC_KOMINFO_059_079,ACC_KEMENDAG_090_755,10686279676.65,Belanja Bantuan Sosial,Bansos tunai,0
2023-09-16,ACC_BPK_004_384,ACC_POLRI_060_375,39112278105.34,Belanja Subsidi,Subsidi energi,0
2023-11-10,ACC_KEMENDAGRI_010_489,ACC_KEMENHUB_022_381,9279487783.51,Belanja Pegawai,Tunjangan kinerja triwulan,0
2023-02-11,ACC_PERT_018_533,ACC_KOMINFO_059_522,23007096341.68,Belanja Lain-lain,Belanja lainnya sesuai ketentuan,0
2023-11-08,ACC_PERT_018_294,ACC_POLRI_060_598,13546157848.35,Belanja Pembayaran Bunga Utang,Pembayaran bunga SBN,0
2023-01-04,ACC_KEU_015_734,ACC_BRIN_124_962,7065604507.62,Belanja Bantuan Sosial,Bansos tunai,0
2023-11-14,ACC_KEMENLU_011_996,ACC_KEMENESDM_020_213,9802805205.98,Belanja Modal,Pembayaran termin proyek resmi,0
2023-01-04,ACC_KEMENDAGRI_010_065,ACC_KOMINFO_059_318,5676209407.84,Belanja Barang,Penyewaan jasa kebersihan,0
2023-08-31,ACC_KEMENKOPUKM_044_898,ACC_BPK_004_137,8782853055.56,Belanja Pegawai,Honorarium kegiatan resmi,0
2023-02-11,ACC_KEMENHAN_012_809,ACC_BRIN_124_971,22401488652.64,Belanja Modal,Pengadaan peralatan dan mesin,0
2023-08-16,ACC_KEMENDIKBUD_023_810,ACC_KEMENPERIN_019_291,34919029051.9,Belanja Pembayaran Bunga Utang,Pembayaran kupon SUN,0
2023-12-26,ACC_BPJS_NA_854,ACC_KES_024_456,29816945813.23,Belanja Pembayaran Bunga Utang,Pembayaran bunga SBN,0
2023-07-18,ACC_ESDM_020_659,ACC_KOMINFO_059_488,4621749152.46,Belanja Pegawai,Tunjangan kinerja triwulan,0
2023-12-30,ACC_KEMENHUB_022_459,ACC_KEMENLU_011_841,8491240592.42,Belanja Pegawai,Honorarium kegiatan resmi,1
2023-10-24,ACC_KEMENDAGRI_010_777,ACC_KEMENPERIN_019_008,13143938594.38,Belanja Pegawai,Pembayaran THR,0
2023-12-20,ACC_KEMENESDM_020_864,ACC_BPK_004_049,12533749480.63,Belanja Lain-lain,Belanja lainnya sesuai ketentuan,0
2023-12-04,ACC_KEMENPERIN_019_974,ACC_KEMENAG_025_158,54518392610.78,Belanja Modal,Pengadaan peralatan dan mesin,0
2023-10-01,ACC_KEMENHUB_022_568,ACC_KEMENDAG_090_843,8068918422.16,Belanja Modal,Pengadaan peralatan dan mesin,0
2023-12-23,ACC_KEMENDAGRI_010_429,ACC_BPK_004_540,24185861679.1,Belanja Barang,Pengadaan barang operasional,0
2023-06-25,ACC_KEMENESDM_020_429,ACC_POLRI_060_887,36463241352.49,Belanja Bantuan Sosial,Bansos tunai,0
2023-02-05,ACC_KEMENDIKBUD_023_514,ACC_KEMENAG_025_895,25267254722.9,Belanja Bantuan Sosial,Bantuan program keluarga harapan,0
2023-10-06,ACC_KOMINFO_059_706,ACC_PPATK_078_198,13374398091.07,Belanja Pembayaran Bunga Utang,Pembayaran bunga SBN,0
2023-11-01,ACC_KEMENPAREKRAF_040_064,ACC_BRIN_124_290,25925632230.42,Belanja Pembayaran Bunga Utang,Pembayaran bunga SBN,0
2023-01-17,ACC_PERT_018_443,ACC_KEMENDIKBUD_023_141,7308361957.82,Belanja Pegawai,Pembayaran THR,0
2023-11-16,ACC_KEMENESDM_020_245,ACC_KEMENDIKBUD_023_450,55548534009.13,Belanja Pembayaran Bunga Utang,Pembayaran imbal hasil obligasi,0
2023-06-10,ACC_KEMENPAREKRAF_040_140,ACC_KEMENDIKBUD_023_493,4922352641.69,Belanja Pegawai,Pembayaran THR,0
2023-11-26,ACC_PERT_018_401,ACC_KEMENDAGRI_010_050,11362918364.67,Belanja Subsidi,Subsidi bunga kredit program,0
2023-01-15,ACC_KEMENDIKBUD_023_028,ACC_BPJS_NA_388,9507394766.65,Belanja Barang,Belanja pemeliharaan rutin,0
2023-11-17,ACC_BPJS_NA_250,ACC_KEMENPAREKRAF_040_505,53113029928.7,Belanja Pembayaran Bunga Utang,Pembayaran kupon SUN,0
2023-06-28,ACC_POLRI_060_609,ACC_KEMENAG_025_892,22753033501.29,Belanja Pembayaran Bunga Utang,Pembayaran kupon SUN,0
2023-08-26,ACC_KEMENESDM_020_164,ACC_KEMENAG_025_453,11252327168.03,Belanja Pegawai,Gaji pegawai bulan berjalan,0
2023-11-21,ACC_KOMINFO_059_986,ACC_BPK_004_681,18868659711.23,Belanja Pembayaran Bunga Utang,Pembayaran bunga pinjaman luar negeri,0
2023-06-24,ACC_KEMENKOPUKM_044_781,ACC_BPK_004_716,107375991279.92,Belanja Subsidi,Subsidi pangan,0
2023-09-23,ACC_KOMINFO_059_653,ACC_KEMENDAG_090_236,51433453992.85,Belanja Subsidi,Subsidi pangan,0
2023-01-15,ACC_KEMENLU_011_814,ACC_KEMENAG_025_441,8835824525.56,Belanja Subsidi,Subsidi energi,0
2023-05-16,ACC_KEMENHAN_012_917,ACC_POLRI_060_469,17941519187.61,Belanja Pembayaran Bunga Utang,Pembayaran bunga SBN,0
2023-12-19,ACC_ESDM_020_813,ACC_KES_024_091,19453185596.48,Belanja Modal,Pembangunan/rehabilitasi gedung,0
2023-06-22,ACC_KEMENKOPUKM_044_547,ACC_KEMENDIKBUD_023_722,43514750815.45,Belanja Modal,Pembangunan/rehabilitasi gedung,0
2023-10-10,ACC_BPK_004_505,ACC_KEMENAG_025_198,10968598432.48,Belanja Subsidi,Pembayaran subsidi,0
2023-05-26,ACC_KEMENKOPUKM_044_334,ACC_KEMENDIKBUD_023_143,14399993490.09,Belanja Pegawai,Pembayaran gaji ke-13,0
2023-02-13,ACC_KEMENDAGRI_010_032,ACC_BPS_054_743,38337964261.23,Belanja Bantuan Sosial,Bantuan program keluarga harapan,0
2023-04-29,ACC_KEMENKOPUKM_044_651,ACC_BPS_054_672,41078790344.67,Belanja Pembayaran Bunga Utang,Pembayaran kupon SUN,0
2023-12-19,ACC_KEMENHAN_012_424,ACC_KEMENPAREKRAF_040_904,14539295601.07,Belanja Pembayaran Bunga Utang,Pembayaran imbal hasil obligasi,0
2023-11-30,ACC_POLRI_060_149,ACC_KEMENLU_011_623,7666998467.4,Belanja Lain-lain,Belanja lainnya sesuai ketentuan,0
2023-08-14,ACC_PERT_018_652,ACC_KEMENKOPUKM_044_656,6686571635.1,Belanja Barang,Belanja ATK dan operasional kantor,0
2023-11-27,ACC_POLRI_060_205,ACC_KEMENESDM_020_415,11367521120.25,Belanja Pegawai,Gaji pegawai bulan berjalan,0
2023-04-13,ACC_KEMENHAN_012_714,ACC_KES_024_792,3873397978.39,Belanja Barang,Penyewaan jasa kebersihan,0
2023-03-23,ACC_KEMENDIKBUD_023_518,ACC_KEMENHUB_022_834,23913436767.92,Belanja Modal,Pembayaran termin proyek resmi,0
2023-03-13,ACC_POLRI_060_607,ACC_BPK_004_816,11178840021.65,Belanja Bantuan Sosial,Transfer bantuan sosial,0
2023-11-17,ACC_SOS_027_684,ACC_KES_024_478,12650338300.62,Belanja Lain-lain,Cadangan risiko fiskal,0
2023-10-29,ACC_PUPR_033_403,ACC_KEMENHUB_022_758,37139975117.07,Belanja Pembayaran Bunga Utang,Pembayaran bunga pinjaman luar negeri,0
2023-03-04,ACC_KEMENDAGRI_010_297,ACC_KOMINFO_059_245,18369733330.86,Belanja Modal,Pembangunan/rehabilitasi gedung,0
2023-09-17,ACC_POLRI_060_601,ACC_KEMENDAG_090_177,22254343108.77,Belanja Bantuan Sosial,Bantuan pangan nontunai,0
2023-05-08,ACC_KOMINFO_059_195,ACC_BPJS_NA_194,9081079961.67,Belanja Lain-lain,Belanja tak terduga,0
2023-12-27,ACC_BPJS_NA_872,ACC_PPATK_078_324,8511424951.35,Belanja Barang,Belanja internet dan komunikasi,0
2023-09-11,ACC_POLRI_060_283,ACC_KEU_015_060,69345733613.3,Belanja Pembayaran Bunga Utang,Pembayaran imbal hasil obligasi,0
2023-02-13,ACC_KEMENDAG_090_998,ACC_KEMENHAN_012_722,22648737405.48,Belanja Barang,Belanja pemeliharaan rutin,0
2023-08-10,ACC_KEMENLU_011_217,ACC_KEMENAG_025_735,9174239293.77,Belanja Bantuan Sosial,Transfer bantuan sosial,0
2023-01-19,ACC_KEMENPAREKRAF_040_809,ACC_KEMENESDM_020_538,7634035392.58,Belanja Pegawai,Pembayaran gaji ke-13,0
2023-08-16,ACC_ESDM_020_403,ACC_KEMENLU_011_576,25263233725.3,Belanja Lain-lain,Belanja tak terduga,0
2023-11-28,ACC_BPK_004_318,ACC_PPATK_078_653,36635053983.74,Belanja Pembayaran Bunga Utang,Pembayaran bunga pinjaman luar negeri,0
2023-10-04,ACC_KEMENPAREKRAF_040_214,ACC_BPK_004_743,15435295555.78,Belanja Modal,Pembangunan infrastruktur jalan,0
2023-05-01,ACC_KEMENAG_025_134,ACC_KEMENHUB_022_818,29256264013.03,Belanja Barang,Belanja pemeliharaan rutin,0
2023-12-29,ACC_PPATK_078_180,ACC_KEMENKOPUKM_044_933,11125848378.19,Belanja Pegawai,Honorarium kegiatan resmi,0
2023-01-19,ACC_KES_024_046,ACC_KEMENDAGRI_010_451,13798018254.47,Belanja Pegawai,Tunjangan kinerja triwulan,0
2023-08-13,ACC_BPS_054_079,ACC_BPJS_NA_662,18393111484.86,Belanja Barang,Belanja pemeliharaan rutin,0
2023-11-07,ACC_KOMINFO_059_997,ACC_KEMENKOPUKM_044_160,12197403173.6,Belanja Subsidi,Subsidi pangan,0
2023-07-21,ACC_KEMENHUB_022_468,ACC_KEU_015_921,13631394587.7,Belanja Pembayaran Bunga Utang,Pembayaran imbal hasil obligasi,0
2023-12-08,ACC_ESDM_020_117,ACC_KEMENAG_025_666,15553102136.23,Belanja Barang,Belanja ATK dan operasional kantor,0
2023-06-15,ACC_KEMENDAG_090_075,ACC_PPATK_078_748,10722395637.89,Belanja Modal,Pembayaran termin proyek resmi,0
2023-06-28,ACC_KEMENPAREKRAF_040_503,ACC_BRIN_124_795,5940048610.89,Belanja Pegawai,Honorarium kegiatan resmi,0
2023-11-28,ACC_KEMENDAGRI_010_251,ACC_BPK_004_808,35982316152.47,Belanja Barang,Belanja pemeliharaan rutin,0
2023-09-09,ACC_BPS_054_358,ACC_BRIN_124_944,54552171371.06,Belanja Modal,Pengadaan aset TIK,0
2023-12-04,ACC_BPJS_NA_078,ACC_KEMENHUB_022_978,15532996095.98,Belanja Pembayaran Bunga Utang,Pembayaran imbal hasil obligasi,0
2023-10-03,ACC_KEMENDAGRI_010_290,ACC_KEMENAG_025_297,28486086860.79,Belanja Barang,Pengadaan barang operasional,0
2023-10-13,ACC_KEMENAG_025_991,ACC_PUPR_033_855,7505999265.91,Belanja Pegawai,Tunjangan kinerja triwulan,0
2023-04-28,ACC_ESDM_020_006,ACC_KEMENDAGRI_010_843,4014580303.76,Belanja Pegawai,Pembayaran gaji ke-13,0
2023-12-15,ACC_KEMENESDM_020_294,ACC_KEMENPERIN_019_641,12355290555.11,Belanja Pembayaran Bunga Utang,Pembayaran kupon SUN,0
2023-09-06,ACC_KEMENLU_011_614,ACC_KOMINFO_059_849,12954880597.46,Belanja Barang,Belanja pemeliharaan rutin,0
2023-10-04,ACC_KES_024_387,ACC_KEMENHUB_022_382,20853591806.42,Belanja Barang,Belanja pemeliharaan rutin,0
2023-06-18,ACC_KOMINFO_059_443,ACC_KEMENPAREKRAF_040_656,18263180417.53,Belanja Barang,Pengadaan barang operasional,0
2023-08-21,ACC_KEMENDAGRI_010_945,ACC_KEMENAG_025_123,5574954695.6,Belanja Barang,Belanja pemeliharaan rutin,0
2023-04-10,ACC_KEMENESDM_020_214,ACC_KEMENDAG_090_922,7555464927.79,Belanja Bantuan Sosial,Transfer bantuan sosial,0
2023-10-07,ACC_PERT_018_040,ACC_SOS_027_752,18439569862.06,Belanja Modal,Pembangunan infrastruktur jalan,0
2023-05-16,ACC_PERT_018_182,ACC_PUPR_033_265,1643186924.62,Belanja Bantuan Sosial,Bantuan sosial kebencanaan,0
2023-07-15,ACC_KEMENPAREKRAF_040_724,ACC_KEU_015_509,12448396235.6,Belanja Pegawai,Tunjangan kinerja triwulan,0
2023-07-21,ACC_KOMINFO_059_875,ACC_KES_024_730,69406889236.20398,Belanja Subsidi,Subsidi pangan,1
2023-03-11,ACC_KEMENDAG_090_816,ACC_KOMINFO_059_015,8912118059.99,Belanja Barang,Belanja ATK dan operasional kantor,0
2023-10-17,ACC_KEMENDAG_090_060,ACC_BRIN_124_252,22021018418.48,Belanja Pembayaran Bunga Utang,Pembayaran bunga SBN,0
2023-02-18,ACC_KEMENKOPUKM_044_078,ACC_PUPR_033_472,14440312527.12,Belanja Barang,Penyewaan jasa kebersihan,0
2023-04-06,ACC_KEMENDIKBUD_023_165,ACC_KEU_015_458,3597518126.94,Belanja Modal,Pengadaan peralatan dan mesin,0
2023-01-29,ACC_KEMENDAGRI_010_956,ACC_BPS_054_669,32426719501.39,Belanja Barang,Belanja pemeliharaan rutin,0
2023-10-06,ACC_PERT_018_283,ACC_SOS_027_479,117828089625.02,Belanja Modal,Pengadaan peralatan dan mesin,0
2023-07-25,ACC_KEMENHUB_022_234,ACC_BPS_054_938,37916058931.27,Belanja Subsidi,Subsidi pangan,0
2023-11-25,ACC_PPATK_078_509,ACC_KES_024_869,6540643460.06,Belanja Pembayaran Bunga Utang,Pembayaran kupon SUN,0
2023-06-21,ACC_KOMINFO_059_086,ACC_ESDM_020_558,10694425597.9,Belanja Bantuan Sosial,Bansos tunai,0
2023-06-05,ACC_KEMENDAG_090_493,ACC_BPS_054_910,7231906330.75,Belanja Pegawai,Pembayaran THR,0
2023-10-17,ACC_PERT_018_659,ACC_KEMENPERIN_019_295,26770342560.83,Belanja Modal,Pembangunan infrastruktur jalan,0
2023-05-13,ACC_KEMENDAG_090_562,ACC_KEMENAG_025_535,17230593041.54,Belanja Modal,Pengadaan peralatan dan mesin,0
2023-09-14,ACC_KEMENDIKBUD_023_156,ACC_BPJS_NA_625,48425452089.64,Belanja Modal,Pengadaan aset TIK,0
2023-08-26,ACC_POLRI_060_334,ACC_KOMINFO_059_106,20887308638.22,Belanja Subsidi,Pembayaran subsidi,0
2023-09-18,ACC_ESDM_020_799,ACC_KEMENKOPUKM_044_293,59491676313.7,Belanja Modal,Pembayaran termin proyek resmi,0
2023-11-04,ACC_KEMENLU_011_709,ACC_KEMENPERIN_019_476,9638831256.99,Belanja Pegawai,Tunjangan kinerja triwulan,0
2023-03-04,ACC_KEMENDIKBUD_023_642,ACC_KEMENDAGRI_010_767,968414380.28,Belanja Subsidi,Subsidi pupuk,0
2023-08-02,ACC_KEMENPAREKRAF_040_585,ACC_KEMENKOPUKM_044_943,12324949315.98,Belanja Bantuan Sosial,Bantuan program keluarga harapan,0
2023-06-07,ACC_KEMENAG_025_621,ACC_PUPR_033_521,7948730896.91,Belanja Subsidi,Pembayaran subsidi,0
2023-12-24,ACC_KEMENDAG_090_704,ACC_KEMENESDM_020_648,11964177585.03,Belanja Barang,Belanja pemeliharaan rutin,0
2023-12-22,ACC_KEMENHAN_012_100,ACC_BPJS_NA_725,11889256834.59,Belanja Barang,Penyewaan jasa kebersihan,0
2023-06-14,ACC_KEMENLU_011_912,ACC_KEMENPERIN_019_942,22133625294.3,Belanja Lain-lain,Belanja tak terduga,0
2023-03-02,ACC_BPS_054_814,ACC_BPK_004_179,9374095980.21,Belanja Barang,Belanja ATK dan operasional kantor,0
